model,stage_order,branch_id,family,short_label,MAE,RMSE,R2,MAPE_%
Lasso,24,SOLO_A_A_CT_grid_grouped_scaling,SOLO_A·A·grid,24. SOL|A_CTg_gscale,29.465169367714743,47.0245903434833,0.38603486225288053,15.722409732062134
Lasso,25,SOLO_R_N_ST,SOLO_R·N,25. SOL|N_ST,37.53026424159558,43.80970041639095,0.46711409072576326,23.458665886124805
Lasso,26,SOLO_R_N_CT_random,SOLO_R·N·tuning,26. SOL|N_CT_random,37.53026424159558,43.80970041639095,0.46711409072576326,23.458665886124805
Lasso,27,SOLO_R_N_CT_grid,SOLO_R·N·tuning,27. SOL|N_CT_grid,37.53026424159558,43.80970041639095,0.46711409072576326,23.458665886124805
Lasso,28,SOLO_R_A_ST_feature_noise,SOLO_R·A·ST,28. SOL|A_ST_fnoise,37.722731545519856,44.1734548108626,0.45822819011982696,23.54870667833802
Lasso,29,SOLO_R_A_ST_feature_scaling,SOLO_R·A·ST,29. SOL|A_ST_fscale,37.53363704250818,43.827759986488694,0.46667465955335996,23.573809379989225
Lasso,30,SOLO_R_A_ST_grouped_scaling,SOLO_R·A·ST,30. SOL|A_ST_gscale,38.35450570474369,45.98151466954419,0.41297010811438317,23.364155555493156
Lasso,31,SOLO_R_A_CT_random_feature_noise,SOLO_R·A·random,31. SOL|A_CTr_fnoise,37.722731545519856,44.1734548108626,0.45822819011982696,23.54870667833802
Lasso,32,SOLO_R_A_CT_random_feature_scaling,SOLO_R·A·random,32. SOL|A_CTr_fscale,37.53363704250818,43.827759986488694,0.46667465955335996,23.573809379989225
Lasso,33,SOLO_R_A_CT_random_grouped_scaling,SOLO_R·A·random,33. SOL|A_CTr_gscale,125.92813129366566,324.23616395119217,-28.188822473279032,51.8898865981763
Lasso,34,SOLO_R_A_CT_grid_feature_noise,SOLO_R·A·grid,34. SOL|A_CTg_fnoise,37.722731545519856,44.1734548108626,0.45822819011982696,23.54870667833802
Lasso,35,SOLO_R_A_CT_grid_feature_scaling,SOLO_R·A·grid,35. SOL|A_CTg_fscale,37.53363704250818,43.827759986488694,0.46667465955335996,23.573809379989225
Lasso,36,SOLO_R_A_CT_grid_grouped_scaling,SOLO_R·A·grid,36. SOL|A_CTg_gscale,125.92813129366566,324.23616395119217,-28.188822473279032,51.8898865981763
Ridge,1,FUSION_N_ST,FUSION·N,1. FUS|N_ST,42.582849315296414,65.34621258152558,-0.1855899588109835,26.36629651673214
Ridge,2,FUSION_N_CT_random,FUSION·N·tuning,2. FUS|N_CT_random,40.2674121654201,63.250227271199115,-0.11075390993071044,23.88981752352984
